,DATE,RIDE,ALIGHT
764,20210203,6226946.0,6204360.0
765,20210204,6194223.0,6178411.0
766,20210205,6304945.0,6287035.0
767,20210206,3978787.0,3962840.0
768,20210207,2766063.0,2752136.0
769,20210208,6158652.0,6140916.0
770,20210209,6232265.0,6214382.0
771,20210210,5988756.0,5969609.0
772,20210211,2384137.0,2371104.0
773,20210212,1691746.0,1682882.0
774,20210213,2744984.0,2730837.0
775,20210214,2684238.0,2671603.0
776,20210215,5941488.0,5923744.0
777,20210216,6165517.0,6147408.0
778,20210217,6051727.0,6034713.0
779,20210218,6119870.0,6101838.0
780,20210219,6494661.0,6468024.0
781,20210220,4324514.0,4300561.0
782,20210221,3075725.0,3057813.0
783,20210222,6323614.0,6301275.0
784,20210223,6338991.0,6316451.0
785,20210224,6431251.0,6409179.0
786,20210225,6389834.0,6367857.0
787,20210226,6669860.0,6645431.0
788,20210227,4531692.0,4513517.0
789,20210228,3346951.0,3329704.0
790,20210301,2635986.0,2623335.0
791,20210302,6408282.0,6387540.0
792,20210303,6520055.0,6499138.0
793,20210304,6499933.0,6480614.0
794,20210305,6861445.0,6840754.0
795,20210306,4546437.0,4527195.0
796,20210307,3243833.0,3226505.0
797,20210308,6462083.0,6440106.0
798,20210309,6578984.0,6558465.0
799,20210310,6637015.0,6617534.0
800,20210311,6578052.0,6557495.0
801,20210312,6783960.0,6763250.0
802,20210313,4674337.0,4654091.0
803,20210314,3309148.0,3292257.0
804,20210315,6461309.0,6442220.0
805,20210316,6564136.0,6546503.0
806,20210317,6672170.0,6653735.0
807,20210318,6662608.0,6642537.0
808,20210319,6992207.0,6970387.0
809,20210320,4288109.0,4268917.0
810,20210321,3321255.0,3304170.0
811,20210322,6502350.0,6484575.0
812,20210323,6656740.0,6638299.0
813,20210324,6701750.0,6682233.0
814,20210325,6747015.0,6725427.0
815,20210326,7012774.0,6989990.0
816,20210327,4355835.0,4335915.0
817,20210328,3022873.0,3006544.0
818,20210329,6517229.0,6499746.0
819,20210330,6694430.0,6674854.0
820,20210331,6796259.0,6775169.0
821,20210401,6769088.0,6748073.0
822,20210402,7019447.0,6997698.0
823,20210403,3975506.0,3957531.0
824,20210404,3319075.0,3301567.0
825,20210405,6635862.0,6616688.0
826,20210406,6738475.0,6719193.0
827,20210407,6693243.0,6673083.0
828,20210408,6715251.0,6694262.0
829,20210409,6943766.0,6923619.0
830,20210410,4769289.0,4748309.0
831,20210411,3406512.0,3387631.0
832,20210412,6307956.0,6287923.0
833,20210413,6566553.0,6547339.0
834,20210414,6656316.0,6632035.0
835,20210415,6654046.0,6632420.0
836,20210416,6620574.0,6600859.0
837,20210417,4448710.0,4428769.0
838,20210418,3284037.0,3264744.0
839,20210419,6460705.0,6440451.0
840,20210420,6647298.0,6626895.0
841,20210421,6684298.0,6664152.0
842,20210422,6629152.0,6607573.0
843,20210423,6830754.0,6808649.0
844,20210424,4625339.0,4604009.0
845,20210425,3343543.0,3325294.0
846,20210426,6578340.0,6559619.0
847,20210427,6640495.0,6621263.0
848,20210428,6689896.0,6670418.0
849,20210429,6713631.0,6693769.0
850,20210430,6914225.0,6893409.0
851,20210501,4281055.0,4261120.0
852,20210502,3445692.0,3426330.0
853,20210503,6660562.0,6640241.0
854,20210504,6540065.0,6519927.0
855,20210505,3978157.0,3958783.0
856,20210506,6752291.0,6731944.0
857,20210507,6777178.0,6756145.0
858,20210508,4112822.0,4093592.0
859,20210509,3433049.0,3416391.0
860,20210510,6448918.0,6430929.0
861,20210511,6812867.0,6791763.0
862,20210512,6838049.0,6816714.0
863,20210513,6813022.0,6791390.0
864,20210514,7107360.0,7082374.0
865,20210515,4537896.0,4516116.0
866,20210516,2777090.0,2761866.0
867,20210517,6451124.0,6432671.0
868,20210518,7042063.0,7021429.0
869,20210519,4270017.0,4247514.0
870,20210520,6593498.0,6572106.0
871,20210521,6854347.0,6832887.0
872,20210522,4879429.0,4856503.0
873,20210523,3419331.0,3400220.0
874,20210524,6641865.0,6621416.0
875,20210525,6668434.0,6649041.0
876,20210526,6831200.0,6811345.0
877,20210527,6523613.0,6503967.0
878,20210528,6705624.0,6687254.0
879,20210529,4665973.0,4645735.0
880,20210530,3444592.0,3424628.0
881,20210531,6472583.0,6455376.0
882,20210601,6585184.0,6565425.0
883,20210602,6666237.0,6644882.0
884,20210603,6425204.0,6405507.0
885,20210604,6967783.0,6947141.0
886,20210605,4764571.0,4741234.0
887,20210606,3336643.0,3318410.0
888,20210607,6463999.0,6446004.0
889,20210608,6621696.0,6602973.0
890,20210609,6653343.0,6633550.0
891,20210610,6655994.0,6635565.0
892,20210611,6678928.0,6658936.0
893,20210612,4598198.0,4577883.0
894,20210613,3259268.0,3240781.0
895,20210614,6516407.0,6497773.0
896,20210615,6528382.0,6510140.0
897,20210616,6755019.0,6735032.0
898,20210617,6712810.0,6690178.0
899,20210618,6775221.0,6756666.0
900,20210619,4832421.0,4810884.0
901,20210620,3415926.0,3396733.0
902,20210621,6707485.0,6687697.0
903,20210622,6787145.0,6766922.0
904,20210623,6788156.0,6767695.0
905,20210624,6864714.0,6841437.0
906,20210625,7103159.0,7080155.0
907,20210626,4656405.0,4635961.0
908,20210627,3461015.0,3440594.0
909,20210628,6584734.0,6565603.0
910,20210629,6762163.0,6741173.0
911,20210630,6737746.0,6717277.0
912,20210701,6779552.0,6758259.0
913,20210702,7017089.0,6992015.0
914,20210703,4366713.0,4343312.0
915,20210704,2896023.0,2879537.0
916,20210705,6688907.0,6667883.0
917,20210706,6795107.0,6773179.0
918,20210707,6560203.0,6539368.0
919,20210708,6353176.0,6333850.0
920,20210709,6421539.0,6402296.0
921,20210710,3830996.0,3814152.0
922,20210711,2623786.0,2610226.0
923,20210712,5729254.0,5711812.0
924,20210713,5726113.0,5709616.0
925,20210714,5672476.0,5656105.0
926,20210715,5584746.0,5567809.0
927,20210716,5715864.0,5697986.0
928,20210717,3486029.0,3469620.0
929,20210718,2465051.0,2452253.0
930,20210719,5613088.0,5596213.0
931,20210720,5714301.0,5697930.0
932,20210721,5642119.0,5625415.0
933,20210722,5573464.0,5556501.0
934,20210723,5731060.0,5712674.0
935,20210724,3473325.0,3457067.0
936,20210725,2420437.0,2407302.0
937,20210726,5580229.0,5562675.0
938,20210727,5593883.0,5577147.0
939,20210728,5569642.0,5552971.0
940,20210729,5516631.0,5499607.0
941,20210730,5632486.0,5615478.0
942,20210731,3420215.0,3405347.0
943,20210801,2406209.0,2394034.0
944,20210802,5292404.0,5275843.0
945,20210803,5380280.0,5362502.0
946,20210804,5426098.0,5408459.0
947,20210805,5551905.0,5535322.0
948,20210806,5637546.0,5619945.0
949,20210807,3637681.0,3620820.0
950,20210808,2548465.0,2534415.0
951,20210809,5718407.0,5700478.0
952,20210810,5790350.0,5773232.0
953,20210811,5758169.0,5740339.0
954,20210812,5726299.0,5707386.0
955,20210813,5819471.0,5802254.0
956,20210814,3738873.0,3722140.0
957,20210815,2766461.0,2751261.0
958,20210816,3520108.0,3503397.0
959,20210817,5872499.0,5852374.0
960,20210818,5834063.0,5814887.0
961,20210819,5949323.0,5929088.0
962,20210820,6060991.0,6041863.0
963,20210821,3424862.0,3410848.0
964,20210822,2840653.0,2825668.0
965,20210823,5803829.0,5783929.0
966,20210824,5793194.0,5776013.0
967,20210825,6052979.0,6034353.0
968,20210826,6049373.0,6030632.0
969,20210827,6041602.0,6023657.0
970,20210828,4111219.0,4093925.0
971,20210829,2956284.0,2940655.0
972,20210830,6072544.0,6053548.0
973,20210831,5866478.0,5847808.0
974,20210901,6024741.0,6007824.0
975,20210902,6110395.0,6091410.0
976,20210903,6383894.0,6362438.0
977,20210904,4350325.0,4330026.0
978,20210905,3128107.0,3110803.0
979,20210906,6153547.0,6133142.0
980,20210907,5874467.0,5856216.0
981,20210908,6307487.0,6287525.0
982,20210909,6288523.0,6268312.0
983,20210910,6451738.0,6430340.0
984,20210911,4477493.0,4455791.0
985,20210912,3247734.0,3229572.0
986,20210913,6268263.0,6249856.0
987,20210914,6335834.0,6316762.0
988,20210915,6460104.0,6441421.0
989,20210916,6448207.0,6429765.0
990,20210917,6524487.0,6504432.0
991,20210918,4070548.0,4051755.0
992,20210919,2951063.0,2935505.0
993,20210920,2388026.0,2373701.0
994,20210921,1909182.0,1898065.0
995,20210922,2844480.0,2832836.0
996,20210923,5926216.0,5909583.0
997,20210924,6308669.0,6289810.0
998,20210925,4268559.0,4248356.0
999,20210926,3092457.0,3074753.0
1000,20210927,6283331.0,6261902.0
1001,20210928,6290961.0,6273005.0
1002,20210929,6069925.0,6053994.0
1003,20210930,6398703.0,6379926.0
1004,20211001,6574712.0,6553058.0
1005,20211002,4511681.0,4491556.0
1006,20211003,3381554.0,3363393.0
1007,20211004,3678391.0,3661591.0
1008,20211005,6365247.0,6347086.0
1009,20211006,6298063.0,6281361.0
1010,20211007,6357368.0,6339347.0
1011,20211008,6567121.0,6546654.0
1012,20211009,4312718.0,4292059.0
1013,20211010,3141044.0,3120217.0
1014,20211011,3969077.0,3948279.0
1015,20211012,6488764.0,6468367.0
1016,20211013,6577767.0,6557760.0
1017,20211014,6543207.0,6522439.0
1018,20211015,6641632.0,6619373.0
1019,20211016,4701884.0,4677485.0
1020,20211017,3251634.0,3232184.0
1021,20211018,6312172.0,6292097.0
1022,20211019,6465523.0,6445379.0
1023,20211020,6665110.0,6644812.0
1024,20211021,6603135.0,6583110.0
1025,20211022,6816463.0,6789148.0
1026,20211023,4925037.0,4898680.0
1027,20211024,3565049.0,3544472.0
1028,20211025,6571313.0,6553253.0
1029,20211026,6724725.0,6704301.0
1030,20211027,6788314.0,6767925.0
1031,20211028,6763319.0,6742650.0
1032,20211029,6975784.0,6954029.0
1033,20211030,5076792.0,5053511.0
1034,20211031,3730136.0,3708207.0
